"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
32179759,6,"Szymon","Filip","S","Biotechnology Division, Biomedical Research Foundation, Academy of Athens (BRFAA), Athens, Greece."
32179759,7,"Flore","Duranton","F","RD-Néphrologie, Montpellier, France."
32179759,8,"Harald","Mischak","H","Mosaiques Diagnostics, Hannover, Germany."
32179759,9,"Angel","Argiles","A","RD-Néphrologie, Montpellier, France."
32179759,10,"Jerome","Zoidakis","J","Biotechnology Division, Biomedical Research Foundation, Academy of Athens (BRFAA), Athens, Greece."
32179759,11,"Antonia","Vlahou","A","Biotechnology Division, Biomedical Research Foundation, Academy of Athens (BRFAA), Athens, Greece. vlahoua@bioacademy.gr."
32185559,1,"J K","Marima","JK","Department of Animal Sciences, Faculty of AgriSciences, Stellenbosch University, Private Bag X1, Matieland, 7602, South Africa."
32185559,2,"C L","Nel","CL","Department of Animal Sciences, Faculty of AgriSciences, Stellenbosch University, Private Bag X1, Matieland, 7602, South Africa."
32185559,3,"M C","Marufu","MC","Department of Veterinary Tropical Diseases, University of Pretoria, Private Bag X4, Onderstepoort, 0110, South Africa."
32185559,4,"N N","Jonsson","NN","College of Medical, Veterinary and Life Sciences, University of Glasgow, Bearsden, G61 1QH, UK."
32185559,5,"B","Dube","B","Department of Animal Breeding and Genetics, Agricultural Research Council - Animal Production, Private Bag X2, Irene, 0062, South Africa."
32185559,6,"K","Dzama","K","Department of Animal Sciences, Faculty of AgriSciences, Stellenbosch University, Private Bag X1, Matieland, 7602, South Africa. kdzama@sun.ac.za."
32197113,1,"Sandra","Petrus-Reurer","S","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden; Department of Clinical Sciences, Intervention and Technology, Karolinska Insitutet, 17177 Stockholm, Sweden; Gynecology and Reproductive Medicine, Karolinska Universitetssjukhuset, 14186 Stockholm, Sweden."
32197113,2,"Nerges","Winblad","N","Department of Clinical Sciences, Intervention and Technology, Karolinska Insitutet, 17177 Stockholm, Sweden; Gynecology and Reproductive Medicine, Karolinska Universitetssjukhuset, 14186 Stockholm, Sweden."
32197113,3,"Pankaj","Kumar","P","Department of Clinical Sciences, Intervention and Technology, Karolinska Insitutet, 17177 Stockholm, Sweden; Gynecology and Reproductive Medicine, Karolinska Universitetssjukhuset, 14186 Stockholm, Sweden."
32197113,4,"Laia","Gorchs","L","Department of Laboratory Medicine, Karolinska Institutet, 14152 Stockholm, Sweden."
32197113,5,"Michael","Chrobok","M","Department of Medicine Huddinge, Center for Hematology and Regenerative Medicine, Karolinska Institutet, 17177 Stockholm, Sweden."
32197113,6,"Arnika Kathleen","Wagner","AK","Department of Medicine Huddinge, Center for Hematology and Regenerative Medicine, Karolinska Institutet, 17177 Stockholm, Sweden."
32197113,7,"Hammurabi","Bartuma","H","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden."
32197113,8,"Emma","Lardner","E","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden."
32197113,9,"Monica","Aronsson","M","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden."
32197113,10,"Álvaro","Plaza Reyes","Á","Department of Clinical Sciences, Intervention and Technology, Karolinska Insitutet, 17177 Stockholm, Sweden; Gynecology and Reproductive Medicine, Karolinska Universitetssjukhuset, 14186 Stockholm, Sweden."
32197113,11,"Helder","André","H","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden."
32197113,12,"Evren","Alici","E","Department of Medicine Huddinge, Center for Hematology and Regenerative Medicine, Karolinska Institutet, 17177 Stockholm, Sweden."
32197113,13,"Helen","Kaipe","H","Department of Laboratory Medicine, Karolinska Institutet, 14152 Stockholm, Sweden; Clinical Immunology and Transfusion Medicine, Karolinska University Hospital, Huddinge, 14186 Stockholm, Sweden."
32197113,14,"Anders","Kvanta","A","Clinical Neuroscience, Section for Ophtalmology and Vision, Karolinska Institutet, St. Erik Eye Hospital, 11282 Stockholm, Sweden."
32197113,15,"Fredrik","Lanner","F","Department of Clinical Sciences, Intervention and Technology, Karolinska Insitutet, 17177 Stockholm, Sweden; Gynecology and Reproductive Medicine, Karolinska Universitetssjukhuset, 14186 Stockholm, Sweden; Ming Wai Lau Center for Reparative Medicine, Stockholm Node, Karolinska Institutet, 17177 Stockholm, Sweden. Electronic address: fredrik.lanner@ki.se."
32300118,1,"Martha","Zavridou","M","Analysis of Circulating Tumor Cells Lab, Department of Chemistry, University of Athens, Athens, 15771, Greece."
32300118,2,"Sophia","Mastoraki","S","Analysis of Circulating Tumor Cells Lab, Department of Chemistry, University of Athens, Athens, 15771, Greece."
32300118,3,"Areti","Strati","A","Analysis of Circulating Tumor Cells Lab, Department of Chemistry, University of Athens, Athens, 15771, Greece."
32300118,4,"George","Koutsodontis","G","Oncology Unit, 2nd Department of Internal Medicine - Propaedeutic, Attikon University Hospital, National and Kapodistrian University of Athens, Athens, Greece."
32300118,5,"Apostolos","Klinakis","A","Biomedical Research Foundation Academy of Athens, Athens, 11527, Greece."
32300118,6,"Amanda","Psyrri","A","Oncology Unit, 2nd Department of Internal Medicine - Propaedeutic, Attikon University Hospital, National and Kapodistrian University of Athens, Athens, Greece."
32300118,7,"Evi","Lianidou","E","Analysis of Circulating Tumor Cells Lab, Department of Chemistry, University of Athens, Athens, 15771, Greece. lianidou@chem.uoa.gr."
32356365,1,"Theerachai","Thammathiwat","T","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,2,"Khajohn","Tiranathanagul","K","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,3,"Maneerut","Limjariyakul","M","Clinical Pharmacokinetics and Pharmacogenomics Research Unit, Department of Pharmacology, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,4,"Pajaree","Chariyavilaskul","P","Clinical Pharmacokinetics and Pharmacogenomics Research Unit, Department of Pharmacology, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,5,"Kullaya","Takkavatakarn","K","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,6,"Paweena","Susantitaphong","P","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,7,"Srichan","Meesangnin","S","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,8,"Supeecha","Wittayalertpanya","S","Clinical Pharmacokinetics and Pharmacogenomics Research Unit, Department of Pharmacology, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,9,"Kearkiat","Praditpornsilpa","K","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32356365,10,"Somchai","Eiam-Ong","S","Division of Nephrology, Department of Medicine, King Chulalongkorn Memorial Hospital, Thai Red Cross Society and Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand."
32399964,1,"Shiyu","Jiang","S","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,2,"Yan","Qin","Y","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,3,"Hongxin","Jiang","H","Department of Medical Oncology, Suzhou Municipal Hospital, Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou, China."
32399964,4,"Biao","Liu","B","Department of Pathology, Suzhou Municipal Hospital, Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou, China."
32399964,5,"Jianming","Shi","J","Department of Medical Oncology, Suzhou Municipal Hospital, Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou, China."
32399964,6,"Fanlu","Meng","F","Department of Medical Oncology, Tianjin Medical University General Hospital, Tianjin, China."
32399964,7,"Peng","Liu","P","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,8,"Jianliang","Yang","J","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,9,"Sheng","Yang","S","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,10,"Xiaohui","He","X","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,11,"Shengyu","Zhou","S","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,12,"Lin","Gui","L","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32399964,13,"Hao","Liu","H","Burning Rock Biotech, Guangzhou, China."
32399964,14,"Jing","Lin","J","Burning Rock Biotech, Guangzhou, China."
32399964,15,"Han","Han-Zhang","H","Burning Rock Biotech, Guangzhou, China."
32399964,16,"Yuankai","Shi","Y","Department of Medical Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing Key Laboratory of Clinical Study on Anticancer Molecular Targeted Drugs, Beijing, China."
32422250,1,"Abdullah S","Al Saleh","AS","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota; King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia."
32422250,2,"M Hasib","Sidiqi","MH","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota; Department of Haematology, Fiona Stanley Hospital, Perth, Western Australia."
32422250,3,"Eli","Muchtar","E","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,4,"Francis K","Buadi","FK","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,5,"Angela","Dispenzieri","A","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,6,"Rahma","Warsame","R","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,7,"Martha Q","Lacy","MQ","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,8,"David","Dingli","D","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,9,"Wilson I","Gonsalves","WI","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,10,"Taxiarchis V","Kourelis","TV","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,11,"William J","Hogan","WJ","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,12,"Suzanne R","Hayman","SR","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,13,"Prashant","Kapoor","P","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,14,"Shaji K","Kumar","SK","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota."
32422250,15,"Morie A","Gertz","MA","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota. Electronic address: gertz.morie@mayo.edu."
32424999,1,"Iwona","Bednarz-Misa","I","Department of Medical Biochemistry, Wroclaw Medical University, Poland."
32424999,2,"Katarzyna","Neubauer","K","Department of Gastroenterology and Hepatology, Wroclaw Medical University, Poland."
32424999,3,"Ewa","Zacharska","E","Department of Food Hygiene and Consumer Health, Wrocław University of Environmental and Life Sciences, Poland."
32424999,4,"Bartosz","Kapturkiewicz","B","First Department of Oncological Surgery of Lower Silesian Oncology Center, Wrocław, Poland."
32424999,5,"Małgorzata","Krzystek-Korpacka","M","Department of Medical Biochemistry, Wroclaw Medical University, Poland."
32452158,1,"Nicole","Forneris","N","Schulze Diabetes Institute, Department of Surgery, University of Minnesota Medical School, Minneapolis, Minnesota, USA."
32452158,2,"Heather","Levy","H","Schulze Diabetes Institute, Department of Surgery, University of Minnesota Medical School, Minneapolis, Minnesota, USA."
32452158,3,"Christopher","Burlak","C","Schulze Diabetes Institute, Department of Surgery, University of Minnesota Medical School, Minneapolis, Minnesota, USA."
32454441,1,"Dale","Davis","D","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32454441,2,"Maria S","Tretiakova","MS","University of Washington, Department of Pathology, Seattle, WA 98195, United States of America."
32454441,3,"Chris","Kizzar","C","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32454441,4,"Randy","Woltjer","R","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32454441,5,"Victoria","Krajbich","V","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32454441,6,"Scott S","Tykodi","SS","University of Washington, Department of Medicine, Division of Medical Oncology, Seattle, WA 98109, United States of America; Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, United States of America."
32454441,7,"Christian","Lanciault","C","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32454441,8,"Nicole K","Andeen","NK","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America. Electronic address: andeen@ohsu.edu."
32523962,1,"Lili","Yue","L","Department of Nephrology, Nanjing First Hospital, Nanjing Medical University, Nanjing, China."
32523962,2,"Binbin","Pan","B","Department of Nephrology, Nanjing First Hospital, Nanjing Medical University, Nanjing, China."
32523962,3,"Xiumin","Shi","X","Department of Nuclear Medicine, Nanjing First Hospital, Nanjing Medical University, Nanjing, China."
32523962,4,"Xin","Du","X","Department of Nephrology, Nanjing First Hospital, Nanjing Medical University, Nanjing, China."
32609750,1,"Makiko","Ogawa","M","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,2,"Yukako","Shintani-Domoto","Y","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,3,"Yoshiki","Nagashima","Y","Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,4,"Koji L","Ode","KL","Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,5,"Aya","Sato","A","Laboratory for Cell-Free Protein Synthesis, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan."
32609750,6,"Yoshihiro","Shimizu","Y","Laboratory for Cell-Free Protein Synthesis, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan."
32609750,7,"Kenichi","Ohashi","K","Department of Pathology, Graduate School of Medicine, Yokohama City University, Yokohama, Japan."
32609750,8,"Michael H A","Roehrl","MHA","Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, New York, United States of America."
32609750,9,"Tetsuo","Ushiku","T","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,10,"Hiroki R","Ueda","HR","Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32609750,11,"Masashi","Fukayama","M","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32652106,1,"Sekaran","Balaji","S","Department of Molecular Genetics, Aravind Medical Research Foundation, Madurai, Tamil Nadu, India."
32652106,2,"Ayyasamy","Vanniarajan","A","Department of Molecular Genetics, Aravind Medical Research Foundation, Madurai, Tamil Nadu, India. Electronic address: vanniarajan@aravind.org."
32746912,1,"Xiaokai","Wang","X","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,2,"Meng","Lu","M","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,3,"Xiaoyu","Tian","X","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,4,"Yansong","Ren","Y","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,5,"Yijun","Li","Y","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,6,"Meng","Xiang","M","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32746912,7,"Sifeng","Chen","S","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China. chen1216@fudan.edu.cn."
32823454,1,"Gazal","Patnaik","G","Department of Uvea and Medical Retina, Medical and Vision Research Foundations, Sankara Nethralaya, Chennai, Tamil Nadu, India."
32823454,2,"Parthopratim","Dutta Majumder","P","Department of Uvea, Medical and Vision Research Foundations, Sankara Nethralaya, Chennai, Tamil Nadu, India."
32823454,3,"Jyotirmay","Biswas","J","Department of Uvea and Ocular Pathology, Medical and Vision Research Foundations, Sankara Nethralaya, Chennai, Tamil Nadu, India."
32930470,1,"Lei","Shi","L","College of Animal Sciences, Zhejiang University, Hangzhou, People's Republic of China."
32930470,2,"Wenjing","Li","W","College of Animal Sciences, Zhejiang University, Hangzhou, People's Republic of China."
32930470,3,"Yang","Liu","Y","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,4,"Zhenyu","Chen","Z","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,5,"Yi","Hui","Y","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,6,"Pengcheng","Hao","P","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,7,"Xiangjie","Xu","X","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,8,"Shuwei","Zhang","S","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,9,"Hexi","Feng","H","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,10,"Bowen","Zhang","B","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,11,"Shanshan","Zhou","S","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,12,"Nan","Li","N","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,13,"Lei","Xiao","L","College of Animal Sciences, Zhejiang University, Hangzhou, People's Republic of China."
32930470,14,"Ling","Liu","L","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,15,"Lin","Ma","L","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32930470,16,"Xiaoqing","Zhang","X","Brain and Spinal Cord Clinical Research Center, Tongji University School of Medicine, Shanghai, People's Republic of China."
32961552,1,"Clémentine","Sarkozy","C","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,2,"Stacy S","Hung","SS","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,3,"Elizabeth A","Chavez","EA","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,4,"Gerben","Duns","G","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,5,"Katsuyoshi","Takata","K","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,6,"Lauren C","Chong","LC","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,7,"Tomohiro","Aoki","T","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,8,"Aixiang","Jiang","A","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,9,"Tomoko","Miyata-Takata","T","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,10,"Adèle","Telenius","A","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,11,"Graham W","Slack","GW","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,12,"Thierry Jo","Molina","TJ","Pathology Department, Necker Enfants Malades Hospital, Université Paris Descartes, Assistance Publique-Hôpitaux de Paris (AP-HP), Paris, France."
32961552,13,"Susana","Ben-Neriah","S","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,14,"Pedro","Farinha","P","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,15,"Peggy","Dartigues","P","Pathology Department, Gustave Roussy, Université Paris-Saclay, INSERM U1170, Villejuif, France."
32961552,16,"Diane","Damotte","D","Pathology Department, Groupe Hospitalier Cochin, AP-HP, Paris, France."
32961552,17,"Anja","Mottok","A","Institute of Human Genetics, Ulm University and Ulm University Medical Center, Ulm, Germany."
32961552,18,"Gilles A","Salles","GA","INSERM Unité Mixte de Recherche (UMR) S1052, Centre National de la Recherche UMR 5286, Centre de Recherche en Cancérologie de Lyon, Lyon, France."
32961552,19,"Rene-Olivier","Casasnovas","RO","Department of Hematology, François Mitterrand University Hospital, INSERM U1231, Dijon, France."
32961552,20,"Kerry J","Savage","KJ","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,21,"Camille","Laurent","C","Institut Universitaire du Cancer-Oncopole de Toulouse, CHU Toulouse, INSERM U1037, Centre de Recherche en Cancerologie de Toulouse-Purpan, Toulouse-Purpan, France; and."
32961552,22,"David W","Scott","DW","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
32961552,23,"Alexandra","Traverse-Glehen","A","INSERM Unité Mixte de Recherche (UMR) S1052, Centre National de la Recherche UMR 5286, Centre de Recherche en Cancérologie de Lyon, Lyon, France."
32961552,24,"Christian","Steidl","C","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
33014207,1,"Keiko","Koga","K","Takeda-CiRA Joint Program (T-CiRA), 2-26-1, Muraoka-Higashi, Fujisawa, Kanagawa 251-8555 Japan."
33014207,2,"Bo","Wang","B","Takeda-CiRA Joint Program (T-CiRA), 2-26-1, Muraoka-Higashi, Fujisawa, Kanagawa 251-8555 Japan."
33014207,3,"Shin","Kaneko","S","Takeda-CiRA Joint Program (T-CiRA), 2-26-1, Muraoka-Higashi, Fujisawa, Kanagawa 251-8555 Japan."
33082438,1,"Jeewon","Lee","J","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,2,"Joong Hyuk","Sheen","JH","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,3,"Okjae","Lim","O","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,4,"Yunjung","Lee","Y","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,5,"Jihye","Ryu","J","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,6,"Duckhyang","Shin","D","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,7,"Yu Young","Kim","YY","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33082438,8,"Munkyung","Kim","M","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea. munkyung.kim@mogam.re.kr."
33092477,1,"Armin","Holch","A","Institute of Medical Microbiology and Hygiene, University Hospital , Ulm, Germany."
33092477,2,"Richard","Bauer","R","Institute of Medical Microbiology and Hygiene, University Hospital , Ulm, Germany."
33092477,3,"Lia-Raluca","Olari","LR","Institute of Molecular Virology, University Hospital , Ulm, Germany."
33092477,4,"Armando A","Rodriguez","AA","Core Facility Functional Peptidomics, Ulm University Medical Center , Ulm, Germany."
33092477,5,"Ludger","Ständker","L","Core Facility Functional Peptidomics, Ulm University Medical Center , Ulm, Germany."
33092477,6,"Nico","Preising","N","Core Facility Functional Peptidomics, Ulm University Medical Center , Ulm, Germany."
33092477,7,"Merve","Karacan","M","Core Facility Functional Peptidomics, Ulm University Medical Center , Ulm, Germany."
33092477,8,"Sebastian","Wiese","S","Core Unit Mass Spectrometry and Proteomics, Ulm University , Ulm, Germany."
33092477,9,"Paul","Walther","P","Central Facility for Electron Microscopy, Ulm University Medical Center , Ulm, Germany."
33092477,10,"Yasser B","Ruiz-Blanco","YB","Computational Biochemistry, Center of Medical Biotechnology, University of Duisburg-Essen , Essen, Germany."
33092477,11,"Elsa","Sanchez-Garcia","E","Computational Biochemistry, Center of Medical Biotechnology, University of Duisburg-Essen , Essen, Germany."
33092477,12,"Christian","Schumann","C","Pneumology, Thoracic Oncology, Sleep and Respiratory Critical Care Medicine, Clinics Kempten-Allgäu, Kempten and Immenstadt , Germany."
33092477,13,"Jan","Münch","J","Institute of Molecular Virology, University Hospital , Ulm, Germany."
33092477,14,"Barbara","Spellerberg","B","Institute of Medical Microbiology and Hygiene, University Hospital , Ulm, Germany."
33231514,1,"Qimeng","Wang","Q","Department of General Surgery, Xinqiao Hospital, Army Medical University, Chongqing 400037, China."
33231514,2,"Jin","Huang","J","Department of Clinical Laboratory, Wuhan Fourth Hospital, Puai Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430000, China."
33231514,3,"Huihua","Zhang","H","Department of Gastroenterology, Children's Hospital of Chongqing Medical University, Chongqing 400014, China."
33231514,4,"Huan","Liu","H","Department of Orthopaedics, Affiliated Traditional Chinese Medicine Hospital, Southwest Medical University, Luzhou 646000, China."
