"PMID","Title","Abstract","ISSN","Journal","Location","Year","FirstAuthorForename","FirstAuthorLastname","FirstAuthorInitials","FirstAuthorAffiliation"
32422250,"Prognostic Role of Beta-2 Microglobulin in Patients with Light Chain Amyloidosis Treated with Autologous Stem Cell Transplantation.","The prognostic impact of increased beta-2 microglobulin (B2M) in patients with light chain (AL) amyloidosis undergoing autologous stem cell transplantation (ASCT) is unknown. The Mayo 2012 stage and increased bone marrow plasma cell (BMPC) percentage are known predictors for survival. Increased B2M is predictive of survival in patients with multiple myeloma. We evaluated the prognostic role of B2M in patients with newly diagnosed AL undergoing ASCT. We retrospectively reviewed patients with a diagnosis of AL amyloidosis who were treated with ASCT between July 1996 and September 2017. Patients with a creatinine level >1.2 mg/dL were excluded, because that affects B2M levels. The receiver operator characteristic curve was used to determine the best cutoff for B2M before ASCT in predicting survival, which was 2.5 µg/mL, which was also the upper limit of normal in our laboratory. Baseline characteristics were compared between patients with B2M >2.5 µg/mL and ≤2.5 µg/mL. Progression-free survival (PFS) was defined as the time from ASCT to relapse or death, whichever occurred first. Overall survival (OS) was calculated from the time of ASCT to death of any cause. Univariate and multivariate analyses were done for OS. Five hundred and ten patients were identified, 222 of whom (44%) had a B2M >2.5 µg/mL. These patients were more likely to be older (median age, 61 versus 57 years; P = .0002), to have Mayo 2012 stage III/IV disease (33% versus 8%; P < .0001), to have more than 2 organs involved (25% versus 14%; P = .001), and to have ≥10% BMPCs (56% versus 40%; P = .0002) compared with patients with B2M ≤2.5 µg/mL. The median PFS and OS were shorter in patients with B2M >2.5 µg/mL (median PFS, 64 months versus 80 months [P = .03]; median OS, 104.9 months versus 175.5 months [P < .0001]). On univariate analysis, predictors for OS included age >60 years (hazard ratio [HR], 1.61; P = .001), Mayo 2012 stage III/IV (HR, 3.36; P < .0001), more than 2 organs involved (HR, 1.36; P = .07), ≥10% BMPCs (HR, 1.5; P = .005), melphalan conditioning with 200 mg/m","1523-6536","Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation","(26) 1402-1405",2020,"Abdullah S","Al Saleh","AS","Division of Hematology, Department of Internal Medicine, Mayo Clinic, Rochester, Minnesota; King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia."
32424999,"Whole blood ACTB, B2M and GAPDH expression reflects activity of inflammatory bowel disease, advancement of colorectal cancer, and correlates with circulating inflammatory and angiogenic factors: Relevance for real-time quantitative PCR.","The effect of bowel inflammation and cancer on the expression of the most prevalent internal controls: ACTB, GAPDH and B2M in whole blood is unknown, although at least GAPDH occurred to be tightly regulated and suspected of supporting cancer growth, challenging its suitability as a reference.","1899-5276","Advances in clinical and experimental medicine : official organ Wroclaw Medical University","(29) 547-556",2020,"Iwona","Bednarz-Misa","I","Department of Medical Biochemistry, Wroclaw Medical University, Poland."
32452158,"Human-porcine MHC-I homology allows for antibody cross-reactivity.","Pigs are especially useful large animal models, however, limited availability of commercially available antibodies for immunoblotting presents a significant obstacle facing preclinical xenotransplantation research. Major histocompatibility complex class I (MHC-I) molecule expression enhancement by nucleotide-binding oligomerization domain (NOD)-like receptor family with a caspase recruitment domain (CARD) containing caspase 5 (NLRC5) is fundamental to understanding porcine xenoantigen presentation. Swine Leukocyte Antigens (SLAs) are the porcine MHC homologs for human leukocyte antigens. SLA-I is a known xenoantigen that causes T cell activation. NLRC5, SLA-I, and B2M are all targets of immune modulation in genetically engineered pigs in xenotransplantation research with the goal to reduce SLA-I expression. In the present study, the human anti-NLRC5 (ab105411), anti-NLRC5 (ab117624), anti-NLRC5 N-terminal (ab178767), anti-HLA E (ab203082), anti-HLA E (ab135826), anti-HLA E (ab2216) and anti-β","2059-2310","HLA","(96) 197-201",2020,"Nicole","Forneris","N","Schulze Diabetes Institute, Department of Surgery, University of Minnesota Medical School, Minneapolis, Minnesota, USA."
32454441,"Abundant CD8+ tumor infiltrating lymphocytes and beta-2-microglobulin are associated with better outcome and response to interleukin-2 therapy in advanced stage clear cell renal cell carcinoma.","Studies assessing tumor-infiltrating lymphocytes (TILs) in clear cell renal cell carcinoma (ccRCC) and clinical outcomes have mixed results. Given fundamental interaction of MHC class I with CD8+ T-cells, we hypothesized that expression of MHC class I associated protein, beta-2-microglobulin (B2M), may be an important immunologic marker in RCC. We sought to understand potential implications of CD8 + TILs and tumor B2M expression on overall survival and response to high-dose interleukin-2 (IL-2) therapy, in a cohort of patients with high-stage (clinical stage III and IV) ccRCC. Four tumor regions from 56 patients with ccRCC were retrospectively assessed immunohistochemically. At a median follow-up time of 33 months, 22 (39%) patients had died of disease, 23 (41%) were alive disease, and 11 (20%) had no evidence of disease. Tumors with high CD8 + TILs had a significantly lower death rate [hazard ratio (HR): 0.33, p = 0.02]. CD8 + TILs correlated with B2M expression (p = 0.007). On multivariable analyses, patients with both high B2M and CD8 + TILs had lower death rate (HR: 0.27, p = 0.03). Within the subgroup treated with IL-2 (n = 27, 48%), tumors with high CD8 + TILs were more likely to respond to IL-2 therapy [coefficient (coef): 1.6, p = 0.05]. On multivariable analyses, tumors with a combination of both high B2M expression and high CD8 + TILs also showed trend to responding to IL-2 therapy (coef: 2.5, p = 0.06). In conclusion, abundant CD8+ TILs and high tumor expression of beta-2-microglobulin were good prognostic indicators associated with longer survival in patients with high-stage ccRCC. Abundant CD8+ TILs may predict response to IL-2 therapy.","1532-8198","Annals of diagnostic pathology","(47) 151537",2020,"Dale","Davis","D","Oregon Health & Science University, Department of Pathology, Portland, OR 97239, United States of America."
32523962,"Comparison between the Beta-2 Microglobulin-Based Equation and the CKD-EPI Equation for Estimating GFR in CKD Patients in China: ES-CKD Study.","Beta-2 microglobulin (B2M) and cystatin C are novel glomerular filtration markers that have a stronger association with adverse outcomes than creatinine. The B2M-based glomerular filtration rate (GFR) estimating equation was built in 2016. Several new creatinine and cystatin C equations were developed in 2019 in China. However, external validation of these new equations remains to be seen.","2296-9381","Kidney diseases (Basel, Switzerland)","(6) 204-214",2020,"Lili","Yue","L","Department of Nephrology, Nanjing First Hospital, Nanjing Medical University, Nanjing, China."
32609750,"Mass spectrometry-based absolute quantification of amyloid proteins in pathology tissue specimens: Merits and limitations.","To clarify the significance of quantitative analyses of amyloid proteins in clinical practice and in research relating to systemic amyloidoses, we applied mass spectrometry-based quantification by isotope-labeled cell-free products (MS-QBIC) to formalin-fixed, paraffin-embedded (FFPE) tissues. The technique was applied to amyloid tissues collected by laser microdissection of Congo red-stained lesions of FFPE specimens. Twelve of 13 amyloid precursor proteins were successfully quantified, including serum amyloid A (SAA), transthyretin (TTR), immunoglobulin kappa light chain (IGK), immunoglobulin lambda light chain (IGL), beta-2-microglobulin (B2M), apolipoprotein (Apo) A1, Apo A4, Apo E, lysozyme, Apo A2, gelsolin, and fibrinogen alpha chain; leukocyte cell-derived chemotaxin-2 was not detected. The quantification of SAA, TTR, IGK, IGL, and B2M confirmed the responsible proteins, even when the immunohistochemical results were not decisive. Considerable amounts of Apo A1, Apo A4, and Apo E were deposited in parallel amounts with the responsible proteins. Quantification of amyloid protein by MS-QBIC is feasible and useful for the classification of and research on systemic amyloidoses.","1932-6203","PloS one","(15) e0235143",2020,"Makiko","Ogawa","M","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
32652106,"Implication of Pseudo Reference Genes in Normalization of Data from Reverse Transcription-Quantitative PCR.","Pseudogenes are duplicated or retrotransposed DNA sequences of native functional genes. Amplification of pseudogenes along with gene of interest often produces false positive results, which is an innate problem in Reverse Transcription-quantitative PCR (RT-qPCR). Selecting a reference gene without any interference from pseudogene amplification is therefore a challenge to overcome. Among the common reference genes used for normalization (ACTB, GAPDH, HPRT1, TUBB, RNA18SN1 and B2M), B2M was found to have no pseudogenes in silico, which has also been confirmed by PCR and RT-qPCR. We also assessed the effect of pseudogenes on the determination of the stability of reference genes through data mining. The phylogenetic analysis of pseudogenes and functional genes revealed high sequence similarity among mammals. In addition, we demonstrated the deduction of pseudogene amplification signal using ValidPrime Assay (VPA) under conditions where genomic DNA contamination could not be avoided. Hence, we recommend the use of pseudo-free reference gene with consistent expression in the samples of interest or use VPA normalization method, where genomic DNA or pseudogene amplification is inevitable.","1879-0038","Gene","(757) 144948",2020,"Sekaran","Balaji","S","Department of Molecular Genetics, Aravind Medical Research Foundation, Madurai, Tamil Nadu, India."
32746912,"Diminished expression of major histocompatibility complex facilitates the use of human induced pluripotent stem cells in monkey.","Stem cells, including induced pluripotent stem cells (iPSCs), have tremendous potential in health care, though with several significant limitations. Each of the limitations, including immunogenicity, may block most of the therapeutic potentials. Beta2 microglobulin (B2M) and MHC II transactivator (CIITA) are critical for MHC I and II, respectively. MHCs are responsible for immunogenic recognition.","1757-6512","Stem cell research & therapy","(11) 334",2020,"Xiaokai","Wang","X","Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, 200032, People's Republic of China."
32823454,"Tubulointerstitial nephritis and uveitis: The first report from the ophthalmology perspective in India.","A 16-year-old boy presented with uveitis in both eyes with recurrent febrile illness and renal ailments. The patient was referred to a nephrologist. Subsequent investigations revealed acute tubulointerstitial nephritis in a renal biopsy and raised urinary beta-2 microglobulin (B2M). Based on his clinical findings and laboratory investigations, a diagnosis of tubulointerstitial nephritis and uveitis (TINU) syndrome was made. Since, the literature on TINU through India is sparse, the two available case reports were published through nephrology setup. Our case illustrates how ophthalmologist can aid in the diagnosis of such a rare clinical entity using interdisciplinary approach.","1998-3689","Indian journal of ophthalmology","(68) 1993-1995",2020,"Gazal","Patnaik","G","Department of Uvea and Medical Retina, Medical and Vision Research Foundations, Sankara Nethralaya, Chennai, Tamil Nadu, India."
32930470,"Generation of hypoimmunogenic human pluripotent stem cells via expression of membrane-bound and secreted β2m-HLA-G fusion proteins.","Allogeneic immune rejection is a major barrier for the application of human pluripotent stem cells (hPSCs) in regenerative medicine. A broad spectrum of immune cells, including T cells, natural killer (NK) cells, and antigen-presenting cells, which either cause direct cell killing or constitute an immunogenic environment, are involved in allograft immune rejection. A strategy to protect donor cells from cytotoxicity while decreasing the secretion of inflammatory cytokines of lymphocytes is still lacking. Here, we engineered hPSCs with no surface expression of classical human leukocyte antigen (HLA) class I proteins via beta-2 microglobulin (B2M) knockout or biallelic knockin of HLA-G1 within the frame of endogenous B2M loci. Elimination of the surface expression of HLA class I proteins protected the engineered hPSCs from cytotoxicity mediated by T cells. However, this lack of surface expression also resulted in missing-self response and NK cell activation, which were largely compromised by expression of β2m-HLA-G1 fusion proteins. We also proved that the engineered β2m-HLA-G5 fusion proteins were soluble, secretable, and capable of safeguarding low immunogenic environments by lowering inflammatory cytokines secretion in allografts. Our current study reveals a novel strategy that may offer unique advantages to construct hypoimmunogenic hPSCs via the expression of membrane-bound and secreted β2m-HLA-G fusion proteins. These engineered hPSCs are expected to serve as an unlimited cell source for generating universally compatible ""off-the-shelf"" cell grafts in the future.","1549-4918","Stem cells (Dayton, Ohio)","(38) 1423-1437",2020,"Lei","Shi","L","College of Animal Sciences, Zhejiang University, Hangzhou, People's Republic of China."
32961552,"Mutational landscape of gray zone lymphoma.","The mutational landscape of gray zone lymphoma (GZL) has not yet been established, and differences from related entities are largely unknown. Here, we studied coding sequence mutations of 50 Epstein-Barr virus (EBV)-negative GZLs and 20 polymorphic EBV+ diffuse large B-cell lymphoma (DLBCL) not otherwise specified (poly-EBV-L) in comparison with classical Hodgkin lymphoma (cHL), primary mediastinal large B-cell lymphoma (PMBCL), and DLBCL. Exomes of 21 GZL and 7 poly-EBV-L cases, along with paired constitutional DNA, were analyzed as a discovery cohort, followed by targeted sequencing of 217 genes in an extension cohort of 29 GZL and 13 poly-EBV-L cases. GZL cases with thymic niche involvement (anterior mediastinal mass) exhibited a mutation profile closely resembling cHL and PMBCL, with SOCS1 (45%), B2M (45%), TNFAIP3 (35%), GNA13 (35%), LRRN3 (32%), and NFKBIA (29%) being the most recurrently mutated genes. In contrast, GZL cases without thymic niche involvement (n = 18) had a significantly distinct pattern that was enriched in mutations related to apoptosis defects (TP53 [39%], BCL2 [28%], BIRC6 [22%]) and depleted in GNA13, XPO1, or NF-κB signaling pathway mutations (TNFAIP3, NFKBIE, IKBKB, NFKBIA). They also exhibited more BCL2/BCL6 rearrangements compared with thymic GZL. Poly-EBV-L cases presented a distinct mutational profile, including STAT3 mutations and a significantly lower coding mutation load in comparison with EBV- GZL. Our study highlights characteristic mutational patterns in GZL associated with presentation in the thymic niche, suggesting a common cell of origin and disease evolution overlapping with related anterior mediastinal lymphomas.","1528-0020","Blood","(137) 1765-1776",2021,"Clémentine","Sarkozy","C","Centre for Lymphoid Cancer, British Columbia Cancer, Vancouver, BC, Canada."
33014207,"Current status and future perspectives of HLA-edited induced pluripotent stem cells.","In 2007, Human-induced pluripotent stem cells (iPSCs) were generated by transducing four genes (Oct3/4, Sox2, Klf4, c-Myc). Because iPSCs can differentiate into any types of cells in the body and have fewer ethical issues compared to embryonic stem (ES) cells, application of iPSCs for regenerative medicine has been actively examined. In fact, iPSCs have already been used for clinical applications, but at present, only autologous iPSC-derived grafts or HLA homozygous iPSC-derived grafts are being transplanted into patients following HLA matching. HLA is an important molecule that enables the immune system differentiates between self and non-self-components; thus, HLA mismatch is a major hurdle in the transplantation of iPSCs. To deliver inexpensive off-the-shelf iPSC-derived regenerative medicine products to more patients, it is necessary to generate universal iPSCs that can be transplanted regardless of the HLA haplotypes. The current strategy to generate universal iPSCs has two broad aims: deleting HLA expression and avoiding attacks from NK cells, which are caused by HLA deletion. Deletion of B2M and CIITA genes using the CRISPR/Cas9 system has been reported to suppress the expression of HLA class I and class II, respectively. Transduction of NK inhibitory ligands, such as HLA-E and CD47, has been used to avoid NK cell attacks. Most recently, the HLA-C retaining method has been used to generate semi-universal iPSCs. Twelve haplotypes of HLA-C retaining iPSCs can cover 95% of the global population. In future, studying which types of universal iPSCs are most effective for engraftment in various physiological conditions is necessary.","1880-9693","Inflammation and regeneration","(40) 23",2020,"Keiko","Koga","K","Takeda-CiRA Joint Program (T-CiRA), 2-26-1, Muraoka-Higashi, Fujisawa, Kanagawa 251-8555 Japan."
33082438,"Abrogation of HLA surface expression using CRISPR/Cas9 genome editing: a step toward universal T cell therapy.","As recent advancements in the chimeric antigen receptor-T cells have revolutionized the way blood cancers are handled, potential benefits from producing off-the-shelf, standardized immune cells entail the need for development of allogeneic immune cell therapy. However, host rejection driven by HLA disparity in adoptively transferred allogeneic T cells remains a key obstacle to the universal donor T cell therapy. To evade donor HLA-mediated immune rejection, we attempted to eliminate T cell's HLA through the CRISPR/Cas9 gene editing system. First, we screened 60 gRNAs targeting B2M and multiple sets of gRNA each targeting α chains of HLA-II (DPA, DQA and DRA, respectively) using web-based design tools, and identified specific gRNA sequences highly efficient for target deletion without carrying off-target effects. Multiplex genome editing of primary human T cells achieved by the newly discovered gRNAs yielded HLA-I- or HLA-I/II-deficient T cells that were phenotypically unaltered and functionally intact. The overnight mixed lymphocyte reactions demonstrated the HLA-I-negative cells induced decreased production of IFN-γ and TNF-α in alloreactive T cells, and deficiency of HLA-I/II in T cells further dampened the inflammatory responses. Taken together, our approach will provide an efficacious pathway toward the universal donor cell generation by manipulating HLA expression in therapeutic T cells.","2045-2322","Scientific reports","(10) 17753",2020,"Jeewon","Lee","J","MOGAM Institute for Biomedical Research, 93, 30beon-gil, Ihyeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, 16924, South Korea."
33092477,"Respiratory ß-2-Microglobulin exerts pH dependent antimicrobial activity.","The respiratory tract is a major entry site for microbial pathogens. To combat bacterial infections, the immune system has various defense mechanisms at its disposal, including antimicrobial peptides (AMPs). To search for novel AMPs from the respiratory tract, a peptide library from human broncho-alveolar-lavage (BAL) fluid was screened for antimicrobial activity by radial diffusion assays allowing the efficient detection of antibacterial activity within a small sample size. After repeated testing-cycles and subsequent purification, we identified ß-2-microglobulin (B2M) in antibacterially active fractions. B2M belongs to the MHC-1 receptor complex present at the surface of nucleated cells. It is known to inhibit the growth of ","2150-5608","Virulence","(11) 1402-1414",2020,"Armin","Holch","A","Institute of Medical Microbiology and Hygiene, University Hospital , Ulm, Germany."
33231514,"Identification and analysis of immune-related subtypes of hepatocellular carcinoma.","Hepatocellular carcinoma is a malignance that remains difficult to cure. Immunotherapy has shown its potential application in a variety of refractory malignancies. Due to the complexity of immune microenvironment of hepatocellular carcinoma, the efficacy of immunotherapy for hepatocellular carcinoma is not as effective as expected. Expression data of hepatocellular carcinoma from the TCGA and ICGC databases were used for classification and verification of hepatocellular carcinoma subtypes. The immune-related functions and pathways were identified via gene set enrichment analysis, while the sections denoting the subsets of the immune cells were estimated using the CIBERSORT algorithm. Immunity low (Immunity_L), immunity medium (Immunity_M), and immunity high (Immunity_H) were specified as the three immune-related subtypes of hepatocellular carcinoma. The quantity of stromal and immune cells was the most substantial in Immunity_H, compared to the other subtypes. Interestingly, the proportion of M0 macrophages decreased from Immunity_L to Immunity_H, while the proportion of CD8 T cells increased. Furthermore, the HLA genes expression levels, as well as those of six immune checkpoint genes were substantially lower in Immunity_L than in Immunity_H. Functional analysis was performed for 1512 differentially expressed genes between Immunity_L and Immunity_H. Finally, the PPI network was constructed with 118 nodes. The highest connectivity degree nodes were B2M, HLA-DRA, and HLA-DRB1. The above results were verified in ICGC-JP and ICGC-FR databases with a consistent trend. In this study, we divided hepatocellular carcinoma into three subtypes and explored the immune-related characteristics of these subtypes. These results may provide new insights for immunotherapy of hepatocellular carcinoma.","1535-3699","Experimental biology and medicine (Maywood, N.J.)","(246) 667-677",2021,"Qimeng","Wang","Q","Department of General Surgery, Xinqiao Hospital, Army Medical University, Chongqing 400037, China."
33284559,"Interaction network of proteins associated with unfavorable prognosis in acute myeloid leukemia.","Acute myeloid leukemia (AML) is a malignant disorder of hematopoietic stem and progenitor cells, characterized by accumulation of immature blasts in the bone marrow and peripheral blood of affected patients. Standard induction therapy leads to complete remission in approximately 50% to 75% of patients. In spite of favorable primary response rates, only 20% to 30% of patients enjoy long-term disease free survival. Identifying proteins involved in prognosis is important for proposing biomarkers that can aid in the clinical management of the disease. The aim of this study was to construct a protein-protein interaction (PPI) network based on serum proteins associated with unfavorable prognosis of AML, and analyze the biological pathways underlying molecular complexes in the network. We identified 16 candidate serum proteins associated with unfavorable prognosis (in terms of poor response to treatment, poor overall survival, short complete remission, and relapse) in AML via a search in the literature: IL2RA, FTL, HSP90AA1, D2HGDH, PLAU, COL18A1, FGF19, SPP1, FGA, PF4, NME1, TNF, ANGPT2, B2M, CD274, LGALS3. The PPI network was constructed with Cytoscape using association networks from String and BioGRID, and Gene Ontology enrichment analysis using the ClueGo pluggin was performed. The central protein in the network was found to be PTPN11 which is involved in modulating the RAS-ERK, PI3K-AKT and JAK-STAT pathways, as well as in hematopoiesis, and in the regulation of apoptotic genes. Therefore, a dysregulation of this protein and/or of the proteins connected to it in the network leads to the defective activation of these signaling pathways and to a reduction in apoptosis. Together, this could cause an increase in the frequency of leukemic cells and a resistance to apoptosis in response to treatment.","1734-154X","Acta biochimica Polonica","(67) 475-483",2020,"Juan Jose","Rendon-Rodriguez","JJ","Biomedical Innovation and Research Group, Faculty of Applied and Exact Sciences, Instituto Tecnologico Metropolitano ITM, 050034 Medellin, Colombia."
33300816,"Clinical significance of combining salivary mRNAs and carcinoembryonic antigen for ovarian cancer detection.","Salivary mRNA biomarkers and serum carcinoembryonic antigen (CEA) have been recognized as promising liquid biopsy methods for detection of multiple cancers. However, current tests normally use solitary type of biomarkers, and are limited by unsatisfactory sensitivity and specificity when applied to differentiate cancer patients from healthy controls. In this study, a combined approach of CEA and salivary mRNA biomarkers was evaluated for discriminatory performance of ovarian cancer patients from healthy controls. We designed our study with two phases: a discovery phase to find and evaluate multiple biomarkers, and an independent validation phase to confirm the applicability of the selected biomarkers. In the discovery phase, a total of 140 ovarian cancer patients and 140 healthy controls were recruited. The CEA level in blood as well as five mRNA biomarkers in saliva (i.e. AGPAT1, B2M, BASP1, IER3 and IL1β) were measured, followed by developing a machine-learning model to differentiate ovarian cancer patients and healthy controls. We found a novel panel of biomarkers, which could differentiate ovarian cancer patients from healthy controls with high sensitivity (89.3%) and high specificity (82.9%). Next, we applied this panel of biomarkers in an independent validation study that consisted of 60 ovarian cancer patients and 60 healthy controls. The ovarian cancer patients were successfully differentiated from healthy controls in the validation phase, with sensitivity reaching 85.0% and specificity reaching 88.3%. To our best knowledge, it is the first time that a combined use of CEA and salivary mRNA biomarkers were applied for non-invasive detection of ovarian cancer.","1502-7686","Scandinavian journal of clinical and laboratory investigation","(81) 39-45",2021,"Jinfang","Yang","J","Department of Obstetrics, Binzhou People's Hospital, Binzhou, China."
33311649,"Targeted massively parallel sequencing of mature lymphoid neoplasms: assessment of empirical application and diagnostic utility in routine clinical practice.","Massively parallel sequencing (MPS) has become a viable diagnostic tool to interrogate genetic profiles of numerous tumors but has yet to be routinely adopted in the setting of lymphoma. Here, we report the empirical application of a targeted 40-gene panel developed for use in mature lymphoid neoplasms (MLNs) and report our experience on over 500 cases submitted for MPS during the first year of its clinical use. MPS was applied to both fresh and fixed specimens. The most frequent diagnoses were diffuse large B-cell lymphoma (116), chronic lymphocytic leukemia/small lymphocytic lymphoma (60), marginal zone lymphoma (52), and follicular lymphoma (43), followed by a spectrum of mature T-cell neoplasms (40). Of 534 cases submitted, 471 generated reportable results in MLNs, with disease-associated variants (DAVs) detected in 241 cases (51.2%). The most frequent DAVs affected TP53 (30%), CREBBP (14%), MYD88 (14%), TNFRSF14 (10%), TNFAIP3 (10%), B2M (7%), and NOTCH2 (7%). The bulk of our findings confirm what is reported in the scientific literature. While a substantial majority of mutations did not directly impact diagnosis, MPS results were utilized to either change, refine, or facilitate the final diagnosis in ~10.8% of cases with DAVs and 5.5% of cases overall. In addition, we identified preanalytic variables that significantly affect assay performance highlighting items for specimen triage. We demonstrate the technical viability and utility of the judicious use of a targeted MPS panel that may help to establish general guidelines for specimen selection and diagnostic application in MLNs in routine clinical practice.","1530-0285","Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc","(34) 904-921",2021,"Adam R","Davis","AR","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33386589,"Identification and validation of suitable reference genes for quantitative real-time PCR gene expression analysis in pregnant human myometrium.","Accurate quantification of quantitative PCR (qPCR) data requires a set of stable reference genes (RGs) for normalisation. Despite its importance to mechanistic studies, no evaluation of RG stability has been conducted for pregnant human myometrium. A systematic search of the literature was performed to identify the most used RGs in human myometrial gene expression studies. The stability of these genes, and others, was then evaluated using geNorm and NormFinder algorithms, in samples of myometrium from singleton or twin pregnancies (n = 7 per group) delivering at term or preterm. The most frequently cited RGs were GAPDH, ACTB, B2M and 18s. There was strong agreement between algorithms on the most and least stable genes: Both indicated CYC1, YWHAZ and ATP5B were the most stably expressed. Despite being some of the most used RGs, B2M, 18s and ACTB expression was least stable and was too variable for use as accurate normalisation factors. Pairwise variation analysis determined that the optimal number of RGs for accurate normalisation is two. Validation of the choice of RGs by comparing relative expression of oxytocin receptors (OXTR) using the least stable 18s and B2M, with the most stable, CYC1 and YWHAZ, erroneously demonstrated significantly increased OXTR expression in myometrium in singleton pregnancies compared to twins. This study demonstrates the importance of appropriate RG selection for accurate quantification of relative expression in pregnant human myometrium qPCR studies. For normalisation, the geometric mean of CYC1 and YWHAZ or ATP5B is suggested. The use of ACTB, 18s and B2M, is not recommended.","1573-4978","Molecular biology reports","(48) 413-423",2021,"Sarah","Arrowsmith","S","Harris-Wellbeing Preterm Birth Research Centre, Institute of Life Course and Medical Sciences, University of Liverpool, Liverpool, UK. s.arrowsmith@liverpool.ac.uk."
33398051,"Interdependence of metals and its binding proteins in Parkinson's disease for diagnosis.","Metalloproteins utilizes cellular metals which plays a crucial function in brain that linked with neurodegenerative disorders. Parkinson's disease (PD) is a neurodegenerative disorder that affects geriatric population world-wide. Twenty-four metal-binding protein networks were investigated to identify key regulating protein hubs in PD blood and brain. Amongst, aluminum, calcium, copper, iron, and magnesium protein hubs are the key regulators showing the ability to classify PD from control based on thirty-four classification algorithms. Analysis of these five metal proteins hubs showed involvement in environmental information processing, immune, neuronal, endocrine, aging, and signal transduction pathways. Furthermore, gene expression of functional protein in each hub showed significant upregulation of EFEMP2, MMP9, B2M, MEAF2A, and TARDBP in PD. Dysregulating hub proteins imprint the metal availability in a biological system. Hence, metal concentration in serum and cerebrospinal fluid were tested, which were altered and showed significant contribution towards gene expression of metal hub proteins along with the previously reported PD markers. In conclusion, analyzing the levels of serum metals along with the gene expression in PD opens up an ideal and feasible diagnostic intervention for PD. Hence, this will be a cost effective and rapid method for the detection of Parkinson's disease.","2373-8057","NPJ Parkinson's disease","(7) 3",2021,"Athira","Anirudhan","A","Faculty of Allied Health Sciences, Chettinad Academy of Research and Education CARE, Kelambakkam, 603103, India."
33447351,"Successful administration of sequential TVEC and pembrolizumab followed by Temozolomide in immunotherapy refractory intracranial metastatic melanoma with acquired B2M mutation.","Despite the substantial advances in the management of metastatic melanoma with the introduction of immune checkpoint inhibitors (ICI), many patients develop disease progression during treatment with immunotherapy. This has been suggested to be mediated by several mechanisms that contribute to acquired resistance to ICI, one of which is acquired beta-2 microgloubulin (B2M) mutation. Talimogene laherparepvec (TVEC) is a genetically modified oncolytic virus that can enhance antitumor immunity. Temozolomide (TMZ) is an oral alkylating agent that has been suggested to augment anti-tumor immune response. The clinical significance of TVEC and TMZ in metastatic melanoma patients who are refractory to immunotherapy is unknown. We report a case of a patient with immunotherapy refractory intracranial metastatic melanoma after initial response to ICI who had acquired B2M mutation. The patient received TVEC and pembrolizumab followed by TMZ. The patient maintained durable response of her visceral and intracranial disease for 19 months and ongoing. More research is essential to delineate whether TVEC or TMZ has efficacy in immunotherapy refractory metastatic melanoma with acquired B2M mutation.","1949-2553","Oncotarget","(11) 4836-4844",2020,"Karam","Khaddour","K","Department of Medicine, Division of Medical Oncology, Washington University School of Medicine, St. Louis, Missouri, USA."
33454906,"Selection of reference genes for quantitative real-time PCR normalization in European quail tissues.","Coturniculture has been standing out as an industrial poultry activity in several countries around the world because of the several adaptive advantages of quails. Research that considers the analysis of gene expression can enhance this activity. This study aimed to analyze the stability of reference genes (RGs) in different tissues of quails (both males and females) for the recommendation of use in gene expression studies by the quantitative reverse transcription-polymerase chain reaction (RT-qPCR). The expression stability of ten RGs (ACTA1, ACTB, B2M, GAPDH, HMBS, SDHA, HPRT1, MRPS27, MRPS30, and RPL5) was analyzed in four tissues (breast muscle, abdominal fat, liver, and intestine), and assessed using the statistical tools geNorm, NormFinder, comparative ΔC","1573-4978","Molecular biology reports","(48) 67-76",2021,"Fabiana Cristina Belchior","de Sousa","FCB","Department of Animal Science, Universidade Federal do Piauí, Campus Profª Cinobelina Elvas, Bom Jesus, PI, 64900-000, Brazil."
